budget,genres,homepage,id,keywords,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count
750000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",https://www.epicbuzz.net/movies/vertical-limit,11678,"[{""id"": 486, ""name"": ""himalaya""}, {""id"": 7021, ""name"": ""pakistan""}, {""id"": 8624, ""name"": ""climbing""}, {""id"": 9356, ""name"": ""k2""}, {""id"": 160177, ""name"": ""mountaineering""}, {""id"": 209504, ""name"": ""karakoram""}]","Trapped near the summit of K2, the world's second-highest mountain, Annie Garrett radios to base camp for help. Brother Peter hears Annie's message and assembles a team to save her and her group before they succumb to K2's unforgiving elements. But, as Annie lays injured in an icy cavern, the rescuers face several terrifying events that could end the rescue attempt -- and their lives.",13.318744,"[{""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Global Entertainment Productions GmbH & Company Medien KG"", ""id"": 9269}]","[{""iso_3166_1"": ""NZ"", ""name"": ""New Zealand""}, {""iso_3166_1"": ""PK"", ""name"": ""Pakistan""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",08/12/2000,215663859,124,Vertical Limit,5.9,283
750000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",http://www.charliewilsonswar.net/,6538,"[{""id"": 521, ""name"": ""washington d.c.""}, {""id"": 567, ""name"": ""alcohol""}, {""id"": 591, ""name"": ""cia""}, {""id"": 720, ""name"": ""helicopter""}, {""id"": 973, ""name"": ""refugee camp""}, {""id"": 1705, ""name"": ""congress""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 2336, ""name"": ""ladykiller""}, {""id"": 2732, ""name"": ""rocket launcher""}, {""id"": 2808, ""name"": ""russian""}, {""id"": 4531, ""name"": ""munition""}, {""id"": 7158, ""name"": ""war in afghanistan""}, {""id"": 7597, ""name"": ""dollar""}]","The true story of Texas congressman Charlie Wilson's covert dealings in Afghanistan, where his efforts to assist rebels in their war with the Soviets had some unforeseen and long-reaching effects.",18.70031,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Participant Productions"", ""id"": 2030}, {""name"": ""Playtone Production"", ""id"": 2031}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",19/12/2007,119000410,102,Charlie Wilson's War,6.5,338
700000,"[{""id"": 18, ""name"": ""Drama""}]",http://www.dreamgirlsmovie.com/,1125,"[{""id"": 532, ""name"": ""music record""}, {""id"": 554, ""name"": ""manager""}, {""id"": 577, ""name"": ""black people""}, {""id"": 596, ""name"": ""adultery""}, {""id"": 634, ""name"": ""soul""}, {""id"": 837, ""name"": ""show business""}, {""id"": 1803, ""name"": ""drug addiction""}, {""id"": 3089, ""name"": ""oscar award""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 4481, ""name"": ""deceived wife""}, {""id"": 4741, ""name"": ""recording contract""}, {""id"": 4742, ""name"": ""background singer""}, {""id"": 4744, ""name"": ""motown""}, {""id"": 4745, ""name"": ""the supremes""}, {""id"": 4746, ""name"": ""record producer""}, {""id"": 9457, ""name"": ""single""}, {""id"": 10229, ""name"": ""singer""}, {""id"": 12990, ""name"": ""singing""}, {""id"": 18021, ""name"": ""detroit""}, {""id"": 33457, ""name"": ""alcoholic""}, {""id"": 34094, ""name"": ""extramarital affair""}, {""id"": 41591, ""name"": ""music band""}]","Three young women – Deena Jones, Effie White and Lorrell Robinson – dream of becoming pop stars and they get their wish when they're chosen to be backup singers for the legendary James 'Thunder' Early.",14.486311,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""DreamWorks SKG"", ""id"": 27}, {""name"": ""Laurence Mark Productions"", ""id"": 415}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25/12/2006,154937680,134,Dreamgirls,6.6,284
820000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 53, ""name"": ""Thriller""}]",http://suckerpunchmovie.warnerbros.com,23629,"[{""id"": 1411, ""name"": ""brothel""}, {""id"": 2486, ""name"": ""fantasy""}, {""id"": 2884, ""name"": ""asylum""}, {""id"": 3026, ""name"": ""reality""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 14544, ""name"": ""robot""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 18128, ""name"": ""inmate""}, {""id"": 18677, ""name"": ""alternative""}, {""id"": 170344, ""name"": ""imagination""}, {""id"": 189400, ""name"": ""lobotomy""}]","A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",39.127082,"[{""name"": ""Legendary Pictures"", ""id"": 923}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Lennox House Films"", ""id"": 22119}, {""name"": ""Cruel and Unusual Films"", ""id"": 78685}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",24/03/2011,89792502,110,Sucker Punch,5.9,1623
750000,"[{""id"": 878, ""name"": ""Science Fiction""}]",http://www.warnerbros.com/movies/home-entertainment/sphere/7bdffe73-2a0e-4e7a-98e7-cee4d723e0b3.html,10153,"[{""id"": 270, ""name"": ""ocean""}, {""id"": 1603, ""name"": ""extraterrestrial technology""}, {""id"": 1826, ""name"": ""space marine""}, {""id"": 2340, ""name"": ""paranoia""}, {""id"": 3576, ""name"": ""raumschiffabsturz""}, {""id"": 9951, ""name"": ""alien""}, {""id"": 11268, ""name"": ""psychologist""}, {""id"": 162350, ""name"": ""ocean floor""}, {""id"": 162351, ""name"": ""deepsea""}]","The OSSA discovers a spacecraft thought to be at least 300 years old at the bottom of the ocean. Immediately following the discovery, they decide to send a team down to the depths of the ocean to study the space craft.They are the best of best, smart and logical, and the perfect choice to learn more about the spacecraft.",18.65988,"[{""name"": ""Punch Productions"", ""id"": 2154}, {""name"": ""Warner Bros."", ""id"": 6194}, {""name"": ""Baltimore Pictures"", ""id"": 11407}, {""name"": ""Constant c Productions"", ""id"": 23370}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13/02/1998,13100000,134,Sphere,5.8,476
700000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.warnerbros.com/fools-gold,8676,"[{""id"": 720, ""name"": ""helicopter""}, {""id"": 1227, ""name"": ""cemetery""}, {""id"": 1422, ""name"": ""boat""}, {""id"": 1666, ""name"": ""mexican standoff""}, {""id"": 1938, ""name"": ""sword""}, {""id"": 1964, ""name"": ""cave""}, {""id"": 2580, ""name"": ""shipwreck""}, {""id"": 3342, ""name"": ""yacht""}, {""id"": 3345, ""name"": ""bahamas""}, {""id"": 3468, ""name"": ""jet ski""}, {""id"": 6956, ""name"": ""treasure hunt""}, {""id"": 9823, ""name"": ""rivalry""}, {""id"": 10503, ""name"": ""scuba diving""}, {""id"": 13142, ""name"": ""gangster""}, {""id"": 14785, ""name"": ""underwater""}, {""id"": 15160, ""name"": ""divorce""}, {""id"": 41185, ""name"": ""heiress""}, {""id"": 163758, ""name"": ""ex-husband ex-wife relationship""}, {""id"": 194943, ""name"": ""henchmen""}]","Treasure hunter Ben ""Finn"" Finnegan has sunk his marriage to Tess and his trusty boat in his obsessive quest to find the legendary Queen's Dowry. When he finds a vital clue that may finally pinpoint the treasure's whereabouts, he drags Tess and her boss, billionaire Nigel Honeycutt, along on the hunt. But Finn is not the only one interested in the gold; his former mentor-turned-enemy Moe Fitch will stop at nothing to beat him to it.",21.789615,"[{""name"": ""De Line Pictures"", ""id"": 2609}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",07/02/2008,111231041,112,Fool's Gold,5.4,444
1200000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}]",http://disney.go.com/disneyvideos/animatedfilms/cars/,920,"[{""id"": 830, ""name"": ""car race""}, {""id"": 1926, ""name"": ""car journey""}, {""id"": 3787, ""name"": ""village and town""}, {""id"": 3796, ""name"": ""auto""}, {""id"": 4944, ""name"": ""route 66""}, {""id"": 4945, ""name"": ""wrecker""}, {""id"": 4946, ""name"": ""porsche""}, {""id"": 4948, ""name"": ""retirement""}, {""id"": 6007, ""name"": ""media""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 11500, ""name"": ""anthropomorphism""}, {""id"": 12670, ""name"": ""los angeles""}, {""id"": 167043, ""name"": ""road movie""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","Lightning McQueen, a hotshot rookie race car driven to succeed, discovers that life is about the journey, not the finish line, when he finds himself unexpectedly detoured in the sleepy Route 66 town of Radiator Springs. On route across the country to the big Piston Cup Championship in California to compete against two seasoned pros, McQueen gets to know the town's offbeat characters.",82.643036,"[{""name"": ""Walt Disney Pictures"", ""id"": 2}, {""name"": ""Pixar Animation Studios"", ""id"": 3}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",08/06/2006,461983149,117,Cars,6.6,3877
700000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 12, ""name"": ""Adventure""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.sonypictures.com/movies/xxx/,7451,"[{""id"": 999, ""name"": ""sports car""}, {""id"": 1865, ""name"": ""biological weapon""}, {""id"": 2106, ""name"": ""cold war""}, {""id"": 2808, ""name"": ""russian""}, {""id"": 3530, ""name"": ""prague""}, {""id"": 10364, ""name"": ""mission""}, {""id"": 10456, ""name"": ""athlete""}, {""id"": 217142, ""name"": ""nsa agent""}, {""id"": 234505, ""name"": ""adrenaline junkie""}, {""id"": 234506, ""name"": ""thrill seeker""}]","Xander Cage is your standard adrenaline junkie with no fear and a lousy attitude. When the US Government ""recruits"" him to go on a mission, he's not exactly thrilled. His mission: to gather information on an organization that may just be planning the destruction of the world, led by the nihilistic Yorgi.",46.217769,"[{""name"": ""Columbia Pictures"", ""id"": 5}, {""name"": ""Original Film"", ""id"": 333}, {""name"": ""Revolution Studios"", ""id"": 497}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",09/08/2002,277448382,124,xXx,5.8,1424
800000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",http://www.sonypictures.com/homevideo/swat/,9257,"[{""id"": 2434, ""name"": ""liberation""}, {""id"": 3543, ""name"": ""transport of prisoners""}, {""id"": 5422, ""name"": ""special unit""}, {""id"": 6110, ""name"": ""weapon""}, {""id"": 12670, ""name"": ""los angeles""}]","Hondo Harrelson recruits Jim Street to join an elite unit of the Los Angeles Police Department. Together they seek out more members, including tough Deke Kay and single mom Chris Sanchez. The team's first big assignment is to escort crime boss Alex Montel to prison. It seems routine, but when Montel offers a huge reward to anyone who can break him free, criminals of various stripes step up for the prize.",34.052253,"[{""name"": ""Original Film"", ""id"": 333}, {""name"": ""Columbia Pictures Corporation"", ""id"": 441}, {""name"": ""Camelot Pictures"", ""id"": 11728}, {""name"": ""Chris Lee Productions"", ""id"": 20033}, {""name"": ""Illusion Entertainment"", ""id"": 20034}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",08/08/2003,116643346,117,S.W.A.T.,5.8,770
750000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 16, ""name"": ""Animation""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10402, ""name"": ""Music""}]",http://www.munkyourself.com/,23398,"[{""id"": 10986, ""name"": ""chipmunk""}, {""id"": 10987, ""name"": ""cgi""}, {""id"": 10988, ""name"": ""based on tv series""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}, {""id"": 187056, ""name"": ""woman director""}]","Pop sensations Alvin, Simon and Theodore end up in the care of Dave Seville's twenty-something nephew Toby. The boys must put aside music super stardom to return to school, and are tasked with saving the school's music program by winning the $25,000 prize in a battle of the bands. But the Chipmunks unexpectedly meet their match in three singing chipmunks known as The Chipettes - Brittany, Eleanor and Jeanette. Romantic and musical sparks are ignited when the Chipmunks and Chipettes square off.",29.412262,"[{""name"": ""Regency Enterprises"", ""id"": 508}, {""name"": ""Fox 2000 Pictures"", ""id"": 711}, {""name"": ""Bagdasarian Productions"", ""id"": 10930}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21/12/2009,443140005,88,Alvin and the Chipmunks: The Squeakquel,5.4,666
700000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}]",http://www.wallstreetmoneyneversleeps.com/,33909,"[{""id"": 179431, ""name"": ""duringcreditsstinger""}]","As the global economy teeters on the brink of disaster, a young Wall Street trader partners with disgraced former Wall Street corporate raider Gordon Gekko on a two tiered mission: To alert the financial community to the coming doom, and to find out who was responsible for the death of the young trader's mentor.",23.25645,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Dune Entertainment"", ""id"": 444}, {""name"": ""Dune Entertainment III"", ""id"": 6332}, {""name"": ""Edward R. Pressman Film"", ""id"": 6455}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",02/09/2010,134748021,133,Wall Street: Money Never Sleeps,5.8,493
700000,"[{""id"": 12, ""name"": ""Adventure""}, {""id"": 14, ""name"": ""Fantasy""}, {""id"": 10749, ""name"": ""Romance""}, {""id"": 10751, ""name"": ""Family""}]",http://www.stardustmovie.com,2270,"[{""id"": 616, ""name"": ""witch""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 3071, ""name"": ""prince""}, {""id"": 3258, ""name"": ""beauty""}, {""id"": 3412, ""name"": ""star""}, {""id"": 4152, ""name"": ""kingdom""}, {""id"": 4372, ""name"": ""wall""}, {""id"": 6998, ""name"": ""falling star""}, {""id"": 9920, ""name"": ""royalty""}, {""id"": 10048, ""name"": ""unrequited love""}, {""id"": 10842, ""name"": ""good vs evil""}, {""id"": 170771, ""name"": ""fratricide""}]","In a countryside town bordering on a magical land, a young man makes a promise to his beloved that he'll retrieve a fallen star by venturing into the magical realm. His journey takes him into a world beyond his wildest dreams and reveals his true identity.",48.032734,"[{""name"": ""Paramount Pictures"", ""id"": 4}, {""name"": ""Ingenious Film Partners"", ""id"": 289}, {""name"": ""Di Bonaventura Pictures"", ""id"": 435}, {""name"": ""Marv Films"", ""id"": 5374}, {""name"": ""Vaughn Productions"", ""id"": 23420}]","[{""iso_3166_1"": ""IS"", ""name"": ""Iceland""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",09/08/2007,135560026,127,Stardust,7.1,1184
700000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}]",http://www.thedilemmamovie.com,44564,"[{""id"": 596, ""name"": ""adultery""}, {""id"": 1326, ""name"": ""infidelity""}, {""id"": 1328, ""name"": ""secret""}, {""id"": 5340, ""name"": ""investigation""}, {""id"": 6054, ""name"": ""friendship""}, {""id"": 9104, ""name"": ""partner""}, {""id"": 9673, ""name"": ""love""}, {""id"": 9713, ""name"": ""friends""}, {""id"": 10459, ""name"": ""dilemma""}, {""id"": 11509, ""name"": ""cheating on partner""}, {""id"": 12392, ""name"": ""best friend""}]","Longtime friends Ronny and Nick are partners in an auto-design firm. They are hard at work on a presentation for a dream project that would really launch their company. Then Ronny spots Nick's wife out with another man, and in the process of investigating the possible affair, he learns that Nick has a few secrets of his own. As the presentation nears, Ronny agonizes over what might happen if the truth gets out.",14.780634,"[{""name"": ""Imagine Entertainment"", ""id"": 23}, {""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spyglass Entertainment"", ""id"": 158}, {""name"": ""Wild West Picture Show Productions"", ""id"": 2796}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13/01/2011,67112664,111,The Dilemma,5.2,304
700000,"[{""id"": 14, ""name"": ""Fantasy""}, {""id"": 28, ""name"": ""Action""}, {""id"": 27, ""name"": ""Horror""}]",http://www.entertheunderworld.com/,52520,"[{""id"": 3133, ""name"": ""vampire""}, {""id"": 5600, ""name"": ""daughter""}, {""id"": 9410, ""name"": ""hybrid""}, {""id"": 9668, ""name"": ""child vampire""}, {""id"": 12564, ""name"": ""werewolf""}, {""id"": 156395, ""name"": ""imax""}, {""id"": 176729, ""name"": ""lab experiment""}, {""id"": 180084, ""name"": ""werewolf child""}, {""id"": 231407, ""name"": ""fang vamp""}]","After being held in a coma-like state for fifteen years, vampire Selene learns that she has a fourteen-year-old vampire/Lycan hybrid daughter named Nissa, and when she finds her, they must stop BioCom from creating super Lycans that will kill them all.",58.401204,"[{""name"": ""Lakeshore Entertainment"", ""id"": 126}, {""name"": ""Saturn Films"", ""id"": 831}, {""name"": ""Screen Gems"", ""id"": 3287}, {""name"": ""Sketch Films"", ""id"": 7738}, {""name"": ""UW4 Productions"", ""id"": 7740}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",19/01/2012,160112671,88,Underworld: Awakening,6.1,1862
700000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]",http://www.dorothyofozthemovie.com/,59981,[],"Dorothy wakes up in post-tornado Kansas, only to be whisked back to Oz to try to save her old friends the Scarecrow, the Lion, the Tin Man and Glinda from a devious new villain, the Jester. Wiser the owl, Marshal Mallow, China Princess and Tugg the tugboat join Dorothy on her latest magical journey through the colorful landscape of Oz to restore order and happiness to Emerald City.",6.682006,"[{""name"": ""Prana Animation Studios"", ""id"": 22135}, {""name"": ""Summertime Entertainment"", ""id"": 48471}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13/06/2013,18662027,88,Legends of Oz: Dorothy's Return,5.9,43
500000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}]",http://escapeplanmovie.com/,107846,"[{""id"": 378, ""name"": ""prison""}, {""id"": 789, ""name"": ""muslim""}, {""id"": 3799, ""name"": ""ship""}, {""id"": 10092, ""name"": ""mystery""}, {""id"": 10568, ""name"": ""science fiction""}, {""id"": 10685, ""name"": ""escape""}, {""id"": 14536, ""name"": ""crime""}, {""id"": 156786, ""name"": ""prison escape""}, {""id"": 214596, ""name"": ""cia agent""}]","Ray Breslin is the world's foremost authority on structural security. After analyzing every high security prison and learning a vast array of survival skills so he can design escape-proof prisons, his skills are put to the test. He's framed and incarcerated in a master prison he designed himself. He needs to escape and find the person who put him behind bars.",44.478043,"[{""name"": ""Summit Entertainment"", ""id"": 491}, {""name"": ""Atmosphere Entertainment MM"", ""id"": 2995}, {""name"": ""Emmett/Furla Films"", ""id"": 10405}, {""name"": ""Mark Canton Productions"", ""id"": 11761}, {""name"": ""Envision Entertainment"", ""id"": 31832}, {""name"": ""Boies / Schiller Film Group"", ""id"": 36212}, {""name"": ""Knightsbridge Entertainment"", ""id"": 46961}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",09/10/2013,122915111,115,Escape Plan,6.7,1659
360000,"[{""id"": 35, ""name"": ""Comedy""}]",http://hallpassmovie.warnerbros.com/,48988,"[{""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 5779, ""name"": ""daydream""}, {""id"": 6038, ""name"": ""marriage""}, {""id"": 6089, ""name"": ""freedom""}, {""id"": 9713, ""name"": ""friends""}]","When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages: they grant the guys a ""hall pass"", one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life - and themselves - are completely and hilariously out of sync with reality.",27.11589,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""Conundrum Entertainment"", ""id"": 1156}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25/02/2011,83160734,105,Hall Pass,5.4,611
700000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://wwws.warnerbros.co.uk/bodyoflies/,12113,"[{""id"": 321, ""name"": ""terror""}, {""id"": 769, ""name"": ""falsely accused""}, {""id"": 818, ""name"": ""based on novel""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 6292, ""name"": ""jordan""}, {""id"": 9145, ""name"": ""dubai""}, {""id"": 9846, ""name"": ""intelligence agency""}, {""id"": 9849, ""name"": ""beating""}]","The CIA’s hunt is on for the mastermind of a wave of terrorist attacks. Roger Ferris is the agency’s man on the ground, moving from place to place, scrambling to stay ahead of ever-shifting events. An eye in the sky – a satellite link – watches Ferris.  At the other end of that real-time link is the CIA’s Ed Hoffman, strategizing events from thousands of miles away. And as Ferris nears the target, he discovers trust can be just as dangerous as it is necessary for survival.",37.507136,"[{""name"": ""Scott Free Productions"", ""id"": 1645}, {""name"": ""De Line Pictures"", ""id"": 2609}, {""name"": ""Warner Bros."", ""id"": 6194}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}]",10/10/2008,113280098,128,Body of Lies,6.5,895
660000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 9648, ""name"": ""Mystery""}]",http://www.foxmovies.com.au/entrapment,1844,"[{""id"": 212, ""name"": ""london england""}, {""id"": 613, ""name"": ""new year's eve""}, {""id"": 1418, ""name"": ""skyscraper""}, {""id"": 1437, ""name"": ""burglar""}, {""id"": 1448, ""name"": ""distrust""}, {""id"": 1568, ""name"": ""undercover""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 2483, ""name"": ""nudity""}, {""id"": 9727, ""name"": ""thief""}, {""id"": 10051, ""name"": ""heist""}, {""id"": 14669, ""name"": ""older man younger woman relationship""}, {""id"": 14789, ""name"": ""art thief""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 156031, ""name"": ""art theft""}, {""id"": 159468, ""name"": ""millennium""}, {""id"": 168346, ""name"": ""manhattan, new york city""}, {""id"": 169356, ""name"": ""gala""}, {""id"": 227432, ""name"": ""kuala lumpur malaysia""}]","Two thieves, who travel in elegant circles, try to outsmart each other and, in the process, end up falling in love.",25.877794,"[{""name"": ""Fountainbridge Films"", ""id"": 414}, {""name"": ""Regency Enterprises"", ""id"": 508}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",29/04/1999,212404396,112,Entrapment,6,602
590000,"[{""id"": 16, ""name"": ""Animation""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 10751, ""name"": ""Family""}, {""id"": 12, ""name"": ""Adventure""}]",http://www.iceagemovies.com/films/ice-age,425,"[{""id"": 311, ""name"": ""human evolution""}, {""id"": 970, ""name"": ""parents kids relationship""}, {""id"": 990, ""name"": ""squirrel""}, {""id"": 1445, ""name"": ""ice""}, {""id"": 1452, ""name"": ""loss of child""}, {""id"": 2078, ""name"": ""mammoth""}, {""id"": 2079, ""name"": ""sloth""}, {""id"": 3737, ""name"": ""dying and death""}, {""id"": 4428, ""name"": ""stone age""}, {""id"": 10506, ""name"": ""prehistoric""}, {""id"": 158017, ""name"": ""saber-toothed tiger""}, {""id"": 159955, ""name"": ""cavemen""}, {""id"": 166958, ""name"": ""prehistoric creature""}, {""id"": 178645, ""name"": ""prehistoric adventure""}, {""id"": 183414, ""name"": ""prehistoric times""}, {""id"": 192918, ""name"": ""prehistoric man""}]","With the impending ice age almost upon them, a mismatched trio of prehistoric critters – Manny the woolly mammoth, Diego the saber-toothed tiger and Sid the giant sloth – find an orphaned infant and decide to return it to its human parents. Along the way, the unlikely allies become friends but, when enemies attack, their quest takes on far nobler aims.",99.561972,"[{""name"": ""Twentieth Century Fox Film Corporation"", ""id"": 306}, {""name"": ""Blue Sky Studios"", ""id"": 9383}, {""name"": ""Twentieth Century Fox Animation"", ""id"": 11749}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/03/2002,383257136,81,Ice Age,7.1,3857
680000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 878, ""name"": ""Science Fiction""}, {""id"": 53, ""name"": ""Thriller""}]",http://dreamcatchermovie.warnerbros.com/,6171,"[{""id"": 3684, ""name"": ""religion and supernatural""}]","Four boyhood pals perform a heroic act and are changed by the powers they gain in return. Years later, on a hunting trip in the Maine woods, they're overtaken by a vicious blizzard that harbors an ominous presence. Challenged to stop an alien force, the friends must first prevent the slaughter of innocent civilians by a military vigilante ... and then overcome a threat to the bond that unites the four of them.",26.792794,"[{""name"": ""Village Roadshow Pictures"", ""id"": 79}, {""name"": ""Castle Rock Entertainment"", ""id"": 97}, {""name"": ""NPV Entertainment"", ""id"": 172}, {""name"": ""Kasdan Pictures"", ""id"": 13040}, {""name"": ""WV Films II"", ""id"": 24939}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",21/03/2003,75715436,136,Dreamcatcher,5.3,567
610000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.lesmiserablesfilm.com,82695,"[{""id"": 254, ""name"": ""france""}, {""id"": 642, ""name"": ""robbery""}, {""id"": 1411, ""name"": ""brothel""}, {""id"": 1919, ""name"": ""mayor""}, {""id"": 3412, ""name"": ""star""}, {""id"": 4344, ""name"": ""musical""}, {""id"": 5638, ""name"": ""arrest""}, {""id"": 6092, ""name"": ""army""}, {""id"": 11196, ""name"": ""rebellion""}, {""id"": 13027, ""name"": ""wedding""}, {""id"": 13072, ""name"": ""falling in love""}, {""id"": 13092, ""name"": ""corpse""}, {""id"": 15232, ""name"": ""parole""}, {""id"": 15234, ""name"": ""convict""}, {""id"": 186951, ""name"": ""girl disguised as boy""}]","An adaptation of the successful stage musical based on Victor Hugo's classic novel set in 19th-century France, in which a paroled prisoner named Jean Valjean seeks redemption.",48.356214,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Relativity Media"", ""id"": 7295}, {""name"": ""CAMERON MACKINTOSH"", ""id"": 7923}, {""name"": ""Working Title Films"", ""id"": 10163}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",18/12/2012,441809770,157,Les Misérables,7.1,1884
